conversation_id,customer_message,intent
CONV-00037,Just checking — Can I change the shipping address for ORD-103585? I placed the order earlier today. Thanks.,address_change
CONV-00038,"Hello, My discount code isn't working.",promo_code
CONV-00039,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. I'd appreciate your help.,delivery_tracking
CONV-00040,"Could you help me? My delivery arrived, but the item inside is damaged. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",damaged_item
CONV-00041,"Hi, How do I change the address attached to my order? I’m trying to sort this out before the end of the day. I'd appreciate your help.",address_change
CONV-00042,Just checking — Can you explain the latest recurring charge? I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_billing
CONV-00043,Please advise: Would you mind checking the latest status of ORD-100029? I placed the order earlier today. I'd appreciate your help.,order_status
CONV-00044,Could you help me? I’m checking on ORD-100065. Could you tell me its current status? I placed the order earlier today. I’d like to resolve this today.,order_status
CONV-00045,Please advise: What steps do I need to follow to return this product? I’m trying to sort this out before the end of the day. I'd appreciate your help.,return_request
CONV-00046,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. I'd appreciate your help.,subscription_cancel
CONV-00047,I need some help. I don't want the subscription to continue after this billing period. This is my first time dealing with this issue.,subscription_cancel
CONV-00048,Quick question: Can you tell me more about this product's features? I noticed this while reviewing my recent activity. I'd appreciate your help.,product_information
CONV-00049,Could you help me? Can you send me through the password recovery process? I placed the order earlier today. I'd appreciate your help.,password_reset
CONV-00050,"Please advise: I received the package, but one of the products is absent. I placed the order earlier today. I'd appreciate your help.",missing_item
CONV-00051,Quick question: Can you tell me more about this product's features? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,product_information
CONV-00052,"Hello, Does this product come with the accessories shown? This is my first time dealing with this issue. Please let me know.",product_information
CONV-00053,"Hello, My package contains a different product.",wrong_item
CONV-00054,Just checking — The login page won't let me access my account. I’m trying to sort this out before the end of the day. I'd appreciate your help.,account_access
CONV-00055,I’m contacting support because When should the refund appear in my account? This is my first time dealing with this issue. Can you check?,refund_status
CONV-00056,I’m contacting support because Where can I request a password reset? Thank you.,password_reset
CONV-00057,"Quick question: The item was returned, but I haven't received the refund. I noticed this while reviewing my recent activity. Any guidance would be helpful.",refund_status
CONV-00058,I need some help. I placed ORD-100168 recently. What is happening with it?,order_status
CONV-00059,I’m contacting support because I see two charges for the same purchase. This is my first time dealing with this issue. Can you check?,duplicate_charge
CONV-00060,One product from my order is missing. Can you check?,missing_item
CONV-00061,I was sent the wrong model. I haven't changed anything on my account. Please let me know.,wrong_item
CONV-00062,"Hello, My discount code isn't working. This is my first time dealing with this issue.",promo_code
CONV-00063,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue. Please let me know.,promo_code
CONV-00064,"Hi, How can I prevent the plan from renewing? I’m trying to sort this out before the end of the day. I’d like to resolve this today.",subscription_cancel
CONV-00065,Just checking — I placed ORD-100023 recently. What is happening with it? I placed the order earlier today. Thanks.,order_status
CONV-00066,Just checking — Part of ORD-102633 was not included in the delivery. I noticed this while reviewing my recent activity. Any guidance would be helpful.,missing_item
CONV-00067,Quick question: I noticed a login I don't recognize. I placed the order earlier today. I'd appreciate your help.,account_security
CONV-00068,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. Thanks.,damaged_item
CONV-00069,Please update the destination before the order ships.,address_change
CONV-00070,Could you explain the available options for this product? This is my first time dealing with this issue. Please let me know.,product_information
CONV-00071,I wanted to check whether Please stop ORD-101907 before it is dispatched. Please let me know.,order_cancellation
CONV-00072,"Hello, Would you mind checking the latest status of ORD-100084? Can you check?",order_status
CONV-00073,"Hi, Can you see what stage ORD-100227 is at right now? I placed the order earlier today. Any guidance would be helpful.",order_status
CONV-00074,Just checking — The delivery date for ORD-100296 has passed and I'm still waiting. I noticed this while reviewing my recent activity. I'd appreciate your help.,delivery_delay
CONV-00075,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. I'd appreciate your help.,refund_status
CONV-00076,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Thank you.",damaged_item
CONV-00077,Could you help me? What is the estimated delivery date for my package? I placed the order earlier today. I’d like to resolve this today.,delivery_estimate
CONV-00078,I need some help. The login page won't let me access my account. I haven't changed anything on my account.,account_access
CONV-00079,"Hi, My multi-item order is incomplete. I placed the order earlier today. I’d like to resolve this today.",missing_item
CONV-00080,"Hi, How can I prevent the plan from renewing? I placed the order earlier today. Any guidance would be helpful.",subscription_cancel
CONV-00081,I’m contacting support because I think someone may have accessed my account. I haven't changed anything on my account. Thank you.,account_security
CONV-00082,Could you help me? Can you send me through the password recovery process? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,password_reset
CONV-00083,Could you help me? My subscription payment was higher than I expected. I placed the order earlier today. Thanks.,subscription_billing
CONV-00084,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I'd appreciate your help.",duplicate_charge
CONV-00085,I need some help. I can't recall my password and need to change it. Can you check?,password_reset
CONV-00086,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Please let me know.,duplicate_charge
CONV-00087,"Hello, What steps do I need to follow to return this product? I haven't changed anything on my account. Thank you.",return_request
CONV-00088,Please advise: When should ORD-100655 arrive? I noticed this while reviewing my recent activity. I’d like to resolve this today.,delivery_estimate
CONV-00089,Has the courier scanned ORD-104797 yet? I haven't changed anything on my account. Can you check?,delivery_tracking
CONV-00090,"Hello, Could you help me end my recurring plan? Can you check?",subscription_cancel
CONV-00091,Could you help me? My subscription payment was higher than I expected. I placed the order earlier today. I’d like to resolve this today.,subscription_billing
CONV-00092,"Could you help me? I expected this shipment already, but it hasn't turned up. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",delivery_delay
CONV-00093,"Hi, Can you see what stage ORD-100157 is at right now? I’m trying to sort this out before the end of the day. I'd appreciate your help.",order_status
CONV-00094,My payment is being declined at checkout. I haven't changed anything on my account.,payment_failure
CONV-00095,"Hello, My parcel is 2 days late. Can you investigate? Please let me know.",delivery_delay
CONV-00096,I wanted to check whether Can you tell me more about this product's features? Please let me know.,product_information
CONV-00097,"Hi, I can't sign in to my account. I placed the order earlier today. Any guidance would be helpful.",account_access
CONV-00098,"Hi, I think someone may have accessed my account. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",account_security
CONV-00099,"I expected this shipment already, but it hasn't turned up. This is my first time dealing with this issue. Thank you.",delivery_delay
CONV-00100,Please advise: Would you mind checking the latest status of ORD-100079? I’m trying to sort this out before the end of the day. Thanks.,order_status
CONV-00101,Could you help me? The same purchase appears twice on my card statement. I placed the order earlier today. Thanks.,duplicate_charge
CONV-00102,Quick question: I think I was charged more than once for a single checkout. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,duplicate_charge
CONV-00103,"Hi, I opened the package and found the product broken. I noticed this while reviewing my recent activity. Any guidance would be helpful.",damaged_item
CONV-00104,I need some help. The discount isn't being applied even though I entered the code. I haven't changed anything on my account. Can you check?,promo_code
CONV-00105,"I’m contacting support because ORD-100465 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Please let me know.",delivery_delay
CONV-00106,I need some help. I placed ORD-100248 recently. What is happening with it? This is my first time dealing with this issue.,order_status
CONV-00107,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account. Thank you.,return_request
CONV-00108,My payment is being declined at checkout. This is my first time dealing with this issue.,payment_failure
CONV-00109,Could you explain the available options for this product? Please let me know.,product_information
CONV-00110,Just checking — Why does the payment fail whenever I try to complete the order? I placed the order earlier today. Any guidance would be helpful.,payment_failure
CONV-00111,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. Thanks.",payment_failure
CONV-00112,I need some help. Has the refund for ORD-101090 been issued yet? This is my first time dealing with this issue. Please let me know.,refund_status
CONV-00113,Quick question: I have a question about the charge on my recurring plan. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,subscription_billing
CONV-00114,I wanted to check whether Can you give me an ETA for this shipment?,delivery_estimate
CONV-00115,I wanted to check whether The delivered item doesn't match my order. I haven't changed anything on my account.,wrong_item
CONV-00116,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Thanks.,address_change
CONV-00117,Please advise: The product has a crack that wasn't shown in the listing. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,damaged_item
CONV-00118,"My delivery arrived, but the item inside is damaged. This is my first time dealing with this issue. Please let me know.",damaged_item
CONV-00119,I’m checking on ORD-100240. Could you tell me its current status?,order_status
CONV-00120,"Hello, My package contains a different product. This is my first time dealing with this issue. Can you check?",wrong_item
CONV-00121,Could you help me? My payment is being declined at checkout. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,payment_failure
CONV-00122,Could you help me? Could you tell me the current status of my refund? I placed the order earlier today. I'd appreciate your help.,refund_status
CONV-00123,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. Thanks.,delivery_tracking
CONV-00124,Please advise: Would you mind checking the latest status of ORD-100199? I’m trying to sort this out before the end of the day. Thanks.,order_status
CONV-00125,Just checking — The item I received isn't the one I ordered. I noticed this while reviewing my recent activity. I'd appreciate your help.,wrong_item
CONV-00126,Could you help me? Could you explain the available options for this product? I noticed this while reviewing my recent activity. Thanks.,product_information
CONV-00127,I wanted to check whether The item arrived damaged. What should I do? This is my first time dealing with this issue. Can you check?,damaged_item
CONV-00128,"Hello, Can you show me the latest tracking update for my shipment? This is my first time dealing with this issue. Thank you.",delivery_tracking
CONV-00129,I wanted to check whether I keep getting rejected when I try to sign in. I haven't changed anything on my account. Thank you.,account_access
CONV-00130,"Hello, I forgot my password. How can I reset it? Thank you.",password_reset
CONV-00131,Could you help me? Why is the coupon being rejected at checkout? I’m trying to sort this out before the end of the day. I'd appreciate your help.,promo_code
CONV-00132,Quick question: I need to create a new password because I can't remember mine. I placed the order earlier today. Thanks.,password_reset
CONV-00133,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped.,order_cancellation
CONV-00134,My payment is being declined at checkout.,payment_failure
CONV-00135,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. Any guidance would be helpful.,subscription_cancel
CONV-00136,"Hello, I don't recognize the amount billed for my membership. I haven't changed anything on my account. Please let me know.",subscription_billing
CONV-00137,"Hello, My discount code isn't working. I haven't changed anything on my account. Thank you.",promo_code
CONV-00138,Could you help me? Please update the destination before the order ships. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,address_change
CONV-00139,Could you help me? Please help me arrange a return. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,return_request
CONV-00140,Please advise: Would you mind checking the latest status of ORD-100179? I placed the order earlier today. Any guidance would be helpful.,order_status
CONV-00141,I wanted to check whether I need to redirect this package to another address. I haven't changed anything on my account.,address_change
CONV-00142,I wanted to check whether Please stop my recurring membership. This is my first time dealing with this issue.,subscription_cancel
CONV-00143,Quick question: I want to track the package that was just dispatched. I’m trying to sort this out before the end of the day. I'd appreciate your help.,delivery_tracking
CONV-00144,"Hello, Could you help me end my recurring plan? This is my first time dealing with this issue. Please let me know.",subscription_cancel
CONV-00145,I wanted to check whether The promotional code says it is invalid. I haven't changed anything on my account. Can you check?,promo_code
CONV-00146,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account. Thank you.,password_reset
CONV-00147,Quick question: I keep getting rejected when I try to sign in. I noticed this while reviewing my recent activity. I'd appreciate your help.,account_access
CONV-00148,I need some help. Can I change the shipping address for ORD-103580? Thank you.,address_change
CONV-00149,"Hello, I'm locked out of my account and need access. Please let me know.",account_access
CONV-00150,Could you help me? One product from my order is missing. I placed the order earlier today. I’d like to resolve this today.,missing_item
CONV-00151,"Hello, I can't finish the purchase because the payment isn't accepted. This is my first time dealing with this issue. Can you check?",payment_failure
CONV-00152,I’m contacting support because How can I prevent the plan from renewing? I haven't changed anything on my account. Please let me know.,subscription_cancel
CONV-00153,Please advise: Does this product come with the accessories shown? I placed the order earlier today. Any guidance would be helpful.,product_information
CONV-00154,Could you help me? Has the courier scanned ORD-104902 yet? I’m trying to sort this out before the end of the day. I'd appreciate your help.,delivery_tracking
CONV-00155,Please advise: Can you cancel ORD-101860 for me? I’m trying to sort this out before the end of the day. Thanks.,order_cancellation
CONV-00156,I need some help. I placed ORD-100008 recently. What is happening with it? This is my first time dealing with this issue.,order_status
CONV-00157,Quick question: I keep getting rejected when I try to sign in. I’m trying to sort this out before the end of the day. I'd appreciate your help.,account_access
CONV-00158,"Hello, I'm locked out of my account and need access. This is my first time dealing with this issue. Please let me know.",account_access
CONV-00159,I’m contacting support because How do I change the address attached to my order? Please let me know.,address_change
CONV-00160,"Hello, Would you mind checking the latest status of ORD-100144?",order_status
CONV-00161,"My delivery arrived, but the item inside is damaged.",damaged_item
CONV-00162,"Hi, Where can I request a password reset? I placed the order earlier today. Any guidance would be helpful.",password_reset
CONV-00163,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account.,return_request
CONV-00164,"I wanted to check whether The item was returned, but I haven't received the refund. I haven't changed anything on my account. Can you check?",refund_status
CONV-00165,Quick question: Do you have an update on ORD-100151? I want to know where it stands. I’m trying to sort this out before the end of the day. Thanks.,order_status
CONV-00166,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. I'd appreciate your help.,address_change
CONV-00167,Could you tell me the current status of my refund?,refund_status
CONV-00168,I’m contacting support because I see two charges for the same purchase. Can you check?,duplicate_charge
CONV-00169,I’m contacting support because Where can I request a password reset? This is my first time dealing with this issue. Can you check?,password_reset
CONV-00170,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. I'd appreciate your help.",damaged_item
CONV-00171,Please advise: I received a security alert for an unfamiliar sign-in. I placed the order earlier today. Any guidance would be helpful.,account_security
CONV-00172,I wanted to check whether Please stop ORD-101807 before it is dispatched. This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-00173,"I wanted to check whether The box arrived, but adapter wasn't inside. Thank you.",missing_item
CONV-00174,Just checking — I can't recall my password and need to change it. I noticed this while reviewing my recent activity. Any guidance would be helpful.,password_reset
CONV-00175,Please advise: My parcel is 1 days late. Can you investigate? I placed the order earlier today. I'd appreciate your help.,delivery_delay
CONV-00176,Something about my account activity looks suspicious. This is my first time dealing with this issue. Thank you.,account_security
CONV-00177,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Thank you.,subscription_billing
CONV-00178,"Hi, I think someone may have accessed my account. I placed the order earlier today. I’d like to resolve this today.",account_security
CONV-00179,I wanted to check whether The promised delivery window is over for ORD-100279. I haven't changed anything on my account. Can you check?,delivery_delay
CONV-00180,Just checking — It looks like I was billed twice for ORD-101741. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,duplicate_charge
CONV-00181,Could you explain the available options for this product? I haven't changed anything on my account. Thank you.,product_information
CONV-00182,Just checking — The login page won't let me access my account. I placed the order earlier today. I'd appreciate your help.,account_access
CONV-00183,I no longer want this order. Is cancellation still possible? I haven't changed anything on my account.,order_cancellation
CONV-00184,I’m checking on ORD-100100. Could you tell me its current status? I haven't changed anything on my account. Can you check?,order_status
CONV-00185,Quick question: I keep getting rejected when I try to sign in. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,account_access
CONV-00186,I need some help. Can I change the shipping address for ORD-103570? This is my first time dealing with this issue.,address_change
CONV-00187,I’m contacting support because How do I change the address attached to my order? This is my first time dealing with this issue. Thank you.,address_change
CONV-00188,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Any guidance would be helpful.,address_change
CONV-00189,"Hello, When should ORD-100530 arrive? I haven't changed anything on my account. Can you check?",delivery_estimate
CONV-00190,Could you help me? I no longer want this order. Is cancellation still possible? I noticed this while reviewing my recent activity. I’d like to resolve this today.,order_cancellation
CONV-00191,Could you help me? What is the estimated delivery date for my package? I placed the order earlier today. Any guidance would be helpful.,delivery_estimate
CONV-00192,Please advise: Could you help me end my recurring plan? I placed the order earlier today. I'd appreciate your help.,subscription_cancel
CONV-00193,Please advise: Could you help me end my recurring plan? I placed the order earlier today. Any guidance would be helpful.,subscription_cancel
CONV-00194,I’m contacting support because I need the specifications before I decide whether to buy it. I haven't changed anything on my account. Can you check?,product_information
CONV-00195,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Thank you.",damaged_item
CONV-00196,"Hello, I'm still waiting for the money from my return. Can you check? This is my first time dealing with this issue. Can you check?",refund_status
CONV-00197,Please help me arrange a return. I haven't changed anything on my account. Can you check?,return_request
CONV-00198,I’m contacting support because I can't sign in to my account. This is my first time dealing with this issue. Can you check?,account_access
CONV-00199,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account.",subscription_cancel
CONV-00200,Why is the coupon being rejected at checkout? Thank you.,promo_code
CONV-00201,I wanted to check whether Please stop my recurring membership. Please let me know.,subscription_cancel
CONV-00202,Could you help me? Please help me arrange a return. I placed the order earlier today. Any guidance would be helpful.,return_request
CONV-00203,"Hello, I'm locked out of my account and need access. Please let me know.",account_access
CONV-00204,"Hi, Where should I enter my promo code? I’m trying to sort this out before the end of the day. I'd appreciate your help.",promo_code
CONV-00205,I wanted to check whether I noticed a login I don't recognize. This is my first time dealing with this issue.,account_security
CONV-00206,"My delivery arrived, but the item inside is damaged. Thank you.",damaged_item
CONV-00207,I was sent the wrong model. This is my first time dealing with this issue. Thank you.,wrong_item
CONV-00208,I wanted to check whether I noticed a login I don't recognize. Thank you.,account_security
CONV-00209,"Hello, Could you help me end my recurring plan? I haven't changed anything on my account. Please let me know.",subscription_cancel
CONV-00210,I’m contacting support because Could you explain the return process for this purchase? This is my first time dealing with this issue. Please let me know.,return_request
CONV-00211,Please advise: I forgot my password. How can I reset it? I’m trying to sort this out before the end of the day. I'd appreciate your help.,password_reset
CONV-00212,Please help me arrange a return. Please let me know.,return_request
CONV-00213,Quick question: I need to redirect this package to another address. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,address_change
CONV-00214,I wanted to check whether The delivered item doesn't match my order. This is my first time dealing with this issue.,wrong_item
CONV-00215,I need some help. Can you explain the latest recurring charge? Can you check?,subscription_billing
CONV-00216,Just checking — The item I received isn't the one I ordered. I noticed this while reviewing my recent activity. Thanks.,wrong_item
CONV-00217,Quick question: I want to track the package that was just dispatched. I noticed this while reviewing my recent activity. I'd appreciate your help.,delivery_tracking
CONV-00218,Just checking — I placed ORD-100033 recently. What is happening with it? I noticed this while reviewing my recent activity. I’d like to resolve this today.,order_status
CONV-00219,"Hello, Could you help me end my recurring plan?",subscription_cancel
CONV-00220,I need some help. Has the refund for ORD-101020 been issued yet? I haven't changed anything on my account.,refund_status
CONV-00221,Please advise: Why are there duplicate transactions for one order? I noticed this while reviewing my recent activity. I'd appreciate your help.,duplicate_charge
CONV-00222,"Hi, Roughly how long will delivery take? I noticed this while reviewing my recent activity. Thanks.",delivery_estimate
CONV-00223,I need some help. What exactly is included with this item? I haven't changed anything on my account.,product_information
CONV-00224,Could you help me? Something about my account activity looks suspicious. I placed the order earlier today. Any guidance would be helpful.,account_security
CONV-00225,I’m contacting support because I see two charges for the same purchase. Thank you.,duplicate_charge
CONV-00226,Please advise: I forgot my password. How can I reset it? I noticed this while reviewing my recent activity. Any guidance would be helpful.,password_reset
CONV-00227,"Please advise: I received the package, but one of the products is absent. I placed the order earlier today. Any guidance would be helpful.",missing_item
CONV-00228,"Hi, My multi-item order is incomplete. I placed the order earlier today. I'd appreciate your help.",missing_item
CONV-00229,"Hello, My parcel is 6 days late. Can you investigate? I haven't changed anything on my account. Please let me know.",delivery_delay
CONV-00230,I’m contacting support because Something different was packed instead of what I purchased. This is my first time dealing with this issue.,wrong_item
CONV-00231,"Hi, Roughly how long will delivery take? I’m trying to sort this out before the end of the day. Thanks.",delivery_estimate
CONV-00232,Please advise: Could you help me end my recurring plan? I noticed this while reviewing my recent activity. I’d like to resolve this today.,subscription_cancel
CONV-00233,My payment is being declined at checkout.,payment_failure
CONV-00234,I wanted to check whether Can you tell me more about this product's features? This is my first time dealing with this issue. Thank you.,product_information
CONV-00235,I’m checking on ORD-100230. Could you tell me its current status? This is my first time dealing with this issue. Please let me know.,order_status
CONV-00236,"Hi, I think someone may have accessed my account. I’m trying to sort this out before the end of the day. I'd appreciate your help.",account_security
CONV-00237,"Hello, I forgot my password. How can I reset it? This is my first time dealing with this issue. Thank you.",password_reset
CONV-00238,Could you help me? What is the estimated delivery date for my package? I noticed this while reviewing my recent activity. I'd appreciate your help.,delivery_estimate
CONV-00239,Quick question: I keep getting rejected when I try to sign in. I placed the order earlier today. I’d like to resolve this today.,account_access
CONV-00240,I wanted to check whether I want to track the package that was just dispatched. I haven't changed anything on my account. Please let me know.,delivery_tracking
CONV-00241,Please help me arrange a return.,return_request
CONV-00242,"Hi, Roughly how long will delivery take? I placed the order earlier today. Any guidance would be helpful.",delivery_estimate
CONV-00243,"Hello, I don't recognize the amount billed for my membership. I haven't changed anything on my account. Can you check?",subscription_billing
CONV-00244,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. I'd appreciate your help.,subscription_billing
CONV-00245,"I wanted to check whether I have tried several times, but the transaction won't go through. Thank you.",payment_failure
CONV-00246,I no longer want this order. Is cancellation still possible? This is my first time dealing with this issue. Thank you.,order_cancellation
CONV-00247,"Hello, The product has a crack that wasn't shown in the listing. This is my first time dealing with this issue. Thank you.",damaged_item
CONV-00248,I’m contacting support because Checkout keeps rejecting my payment. Thank you.,payment_failure
CONV-00249,Quick question: Please stop ORD-101782 before it is dispatched. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,order_cancellation
CONV-00250,Quick question: Can you tell me more about this product's features? I placed the order earlier today. I'd appreciate your help.,product_information
CONV-00251,"Hi, I need the specifications before I decide whether to buy it. I noticed this while reviewing my recent activity. Thanks.",product_information
CONV-00252,My subscription payment was higher than I expected. Please let me know.,subscription_billing
CONV-00253,"Hello, Why are there duplicate transactions for one order? This is my first time dealing with this issue. Thank you.",duplicate_charge
CONV-00254,I need some help. Why does the payment fail whenever I try to complete the order? Can you check?,payment_failure
CONV-00255,I need some help. The item I received isn't the one I ordered. I haven't changed anything on my account.,wrong_item
CONV-00256,I need some help. I changed my mind and would like to send the item back. I haven't changed anything on my account. Can you check?,return_request
CONV-00257,Just checking — Can I change the shipping address for ORD-103525? I placed the order earlier today. Any guidance would be helpful.,address_change
CONV-00258,I’m contacting support because I opened the package and found the product broken. This is my first time dealing with this issue.,damaged_item
CONV-00259,Just checking — The delivery date for ORD-100426 has passed and I'm still waiting. I’m trying to sort this out before the end of the day. Thanks.,delivery_delay
CONV-00260,What is the estimated delivery date for my package? I haven't changed anything on my account. Can you check?,delivery_estimate
CONV-00261,Quick question: I think I was charged more than once for a single checkout. I placed the order earlier today. Any guidance would be helpful.,duplicate_charge
CONV-00262,Please advise: The product has a crack that wasn't shown in the listing. I placed the order earlier today. Thanks.,damaged_item
CONV-00263,Just checking — There is visible damage on the item I received. I placed the order earlier today. I’d like to resolve this today.,damaged_item
CONV-00264,I’m contacting support because Where should I enter my promo code?,promo_code
CONV-00265,My payment is being declined at checkout. This is my first time dealing with this issue. Please let me know.,payment_failure
CONV-00266,Quick question: I think I was charged more than once for a single checkout. I placed the order earlier today. I’d like to resolve this today.,duplicate_charge
CONV-00267,Just checking — The item I received isn't the one I ordered. I placed the order earlier today. I'd appreciate your help.,damaged_item
CONV-00268,"Hello, I received the package, but one of the products is absent. This is my first time dealing with this issue. Thank you.",missing_item
CONV-00269,My account suddenly won't let me log in. Can you check?,account_access
CONV-00270,Please advise: Would you mind checking the latest status of ORD-100149? I placed the order earlier today. I'd appreciate your help.,order_status
CONV-00271,What is the estimated delivery date for my package? Please let me know.,delivery_estimate
CONV-00272,"I wanted to check whether I have tried several times, but the transaction won't go through. Please let me know.",payment_failure
